WKT,id,shear_stre
"POLYGON ((472356.67353135778103 -1859255.623356077587232,457500.781163898878731 -1879924.69099775957875,471064.856803752598353 -1915449.651006900472566,490837.128700643777847 -1948687.147124925628304,516027.554888943617698 -2006818.899867156054825,517319.371616548742168 -2028456.830054541816935,530883.44725640246179 -2033301.14278306090273,545860.447442074073479 -2040042.811330249998719,544407.153623518417589 -2045855.986604473087937,528663.137255831155926 -2042707.183330935891718,513161.336524569720495 -2056917.167334592202678,501857.940158024954144 -2083399.410250497050583,413427.765341698657721 -2080950.43746346142143,391466.880972411599942 -2020235.051266020396724,428283.657709157443605 -1891699.28686931123957,443139.550076616345905 -1863925.227225800976157,472356.67353135778103 -1859255.623356077587232))",,150000
"POLYGON ((383867.227690407133196 -1734595.309142183512449,424559.454609968350269 -1799832.053886241978034,472356.67353135778103 -1859255.623356077587232,443139.550076616345905 -1863925.227225800976157,412781.85697789612459 -1844547.976311724400148,388883.24751720140921 -1893637.011960718780756,347545.112233837600797 -1900742.003962547052652,317833.327498919854406 -1942080.139245910802856,274557.467124148388393 -1940788.322518305853009,272619.742032740730792 -1922702.888331834226847,285537.909308791917283 -1880718.844684667652473,302977.435131461010315 -1843256.15958411921747,277787.008943161170464 -1835505.259218488587067,269390.200213727890514 -1809668.92466638609767,284246.092581186792813 -1793521.215571322245523,313957.877316104539204 -1790937.582116111880168,317187.419135117321275 -1781248.956659073475748,271973.833668938139454 -1775435.781384850619361,284892.000944989325944 -1744432.179922327632084,279078.825670766294934 -1705677.678094174247235,298456.076584843103774 -1681133.160269676940516,319771.052590327570215 -1733451.737737684277818,337210.578412996663246 -1738619.004648104775697,333335.128230181289837 -1710844.945004594512284,359171.462782283662818 -1719241.753734027966857,383867.227690407133196 -1734595.309142183512449))",,90000
"POLYGON ((395493.578238853195217 -1436185.645065400982276,389680.402964630164206 -1531134.17454437725246,440061.255341229785699 -1556970.509096479509026,485274.840807408967521 -1540176.891637613065541,429726.721520388848148 -1618977.712021525483578,383867.227690407133196 -1734595.309142183512449,359171.462782283662818 -1719241.753734027966857,333335.128230181289837 -1710844.945004594512284,320416.960954130103346 -1686946.335543899796903,313311.968952301947866 -1646900.016988141229376,283600.184217384259682 -1614604.598798013292253,308790.610405684041325 -1533220.144958890741691,359171.462782283721026 -1522885.611138049745932,377902.805332557938527 -1453127.507847373373806,395493.578238853195217 -1436185.645065400982276))",,60000
"POLYGON ((379345.869143789575901 -1373532.533776553347707,395493.578238853195217 -1436185.645065400982276,377902.805332557938527 -1453127.507847373373806,359171.462782283721026 -1522885.611138049745932,308790.610405684041325 -1533220.144958890741691,283600.184217384259682 -1614604.598798013292253,241121.479290041868808 -1513694.648721708683297,281813.706209603114985 -1513694.648721708683297,321214.116401559207588 -1459438.346162293804809,379345.869143789575901 -1373532.533776553347707))",,80000
"POLYGON ((-216155.046111489005852 -2329634.633313072379678,-181453.837720458512194 -2376776.468085034284741,-82629.858058666926809 -2456223.196832749061286,-1245.404219544434454 -2549879.909584119915962,-61314.882053182605887 -2597031.220141706056893,-114279.367884992389008 -2575716.244136222172529,-209050.054109660850372 -2549889.385369745083153,-200007.337016425037291 -2453649.039163163863122,-216155.046111489005852 -2329634.633313072379678))",,100000
"POLYGON ((255826.124573874112684 -2486580.889931468293071,247429.315844440861838 -2534378.108852857723832,282125.090604551136494 -2556759.749006228521466,219189.394406539591728 -2568830.161554789170623,173168.423485607287148 -2614043.747020967770368,155710.328184477519244 -2585404.869593260809779,107267.200899285555352 -2563443.985223973635584,71742.24089014477795 -2548588.092856514733285,73034.05761774990242 -2524689.483395820017904,104037.659080272715073 -2496269.515388507395983,153126.694729267270304 -2492394.065205692313612,191881.196557420829777 -2511771.316119769122452,170566.220551936363336 -2530502.658670043107122,209966.630743892455939 -2553109.451403132639825,231927.515113179513719 -2540837.192490884102881,207382.997288682265207 -2499499.057207520585507,255826.124573874112684 -2486580.889931468293071))",,150000
"POLYGON ((-61314.882053182605887 -2597031.220141706056893,53656.80670367309358 -2582821.236138050444424,131811.718723782803863 -2590572.136503681074828,160231.686731095425785 -2624159.371421414427459,140873.005295479291817 -2637942.356481662485749,91783.969646484794794 -2612751.93029336258769,42049.025633687706431 -2626316.005933216307312,-27727.64713544951519 -2636431.630333662033081,-61314.882053182605887 -2597031.220141706056893))",,100000
"POLYGON ((-82629.858058666926809 -2456223.196832749061286,43230.659566499409266 -2437007.947484682314098,123969.205041819310281 -2439591.580939892679453,104037.659080272715073 -2496269.515388507395983,73034.05761774990242 -2524689.483395820017904,71742.24089014477795 -2548588.092856514733285,107267.200899285555352 -2563443.985223973635584,155710.328184477519244 -2585404.869593260809779,173168.423485607287148 -2614043.747020967770368,160231.686731095425785 -2624159.371421414427459,131811.718723782803863 -2590572.136503681074828,53656.80670367309358 -2582821.236138050444424,-61314.882053182605887 -2597031.220141706056893,-1245.404219544434454 -2549879.909584119915962,-82629.858058666926809 -2456223.196832749061286))",,80000
"POLYGON ((264777.228350777295418 -2205126.844879563897848,328167.861319760791957 -2235322.536412273067981,315895.602407512138598 -2276660.671695637051016,364984.638056506635621 -2273431.129876624327153,356587.829327073413879 -2287641.113880280405283,317187.419135117321275 -2308956.089885764755309,350774.654052850382868 -2317998.806979,391122.126996233128011 -2307923.551851292606443,409530.515364606049843 -2322133.535854948684573,389830.310268627945334 -2326977.848583468236029,312666.060588499356527 -2323811.982253223191947,302977.435131460952107 -2366441.934264192357659,320416.960954130045138 -2396153.718999110162258,300393.801676250761375 -2414239.153185581788421,255826.124573874112684 -2486580.889931468293071,207382.997288682265207 -2499499.057207520585507,231927.515113179513719 -2540837.192490884102881,209966.630743892455939 -2553109.451403132639825,170566.220551936363336 -2530502.658670043107122,191881.196557420829777 -2511771.316119769122452,153126.694729267270304 -2492394.065205692313612,104037.659080272715073 -2496269.515388507395983,123969.205041819310281 -2439591.580939892679453,264777.228350777295418 -2205126.844879563897848))",,110000
"POLYGON ((-216155.046111489005852 -2329634.633313072379678,21628.786940216628864 -2294427.485682429280132,43230.659566499409266 -2437007.947484682314098,-82629.858058666926809 -2456223.196832749061286,-181453.837720458512194 -2376776.468085034284741,-216155.046111489005852 -2329634.633313072379678))",,100000
"POLYGON ((-122498.333360117918346 -2020244.527051646262407,-2628.834263482363895 -2153454.175775359384716,-91764.18846823554486 -2228379.545976456254721,-183213.719557558477391 -2269565.155479434411973,-191610.528286991757341 -2170741.175817642360926,-198069.611925017321482 -2141029.391082725021988,-204528.695563043002039 -2075792.646338666789234,-189026.894831781566609 -2027349.519053474767134,-122498.333360117918346 -2020244.527051646262407))",,150000
"POLYGON ((274557.467124148388393 -1940788.322518305853009,317833.327498919854406 -1942080.139245910802856,347545.112233837600797 -1900742.003962547052652,388883.24751720140921 -1893637.011960718780756,412781.85697789612459 -1844547.976311724400148,443139.550076616345905 -1863925.227225800976157,428283.657709157443605 -1891699.28686931123957,391466.880972411599942 -2020235.051266020396724,413427.765341698657721 -2080950.43746346142143,409552.315158883284312 -2140374.006933297030628,364338.729692704160698 -2157813.532755966298282,328167.861319760791957 -2235322.536412273067981,264777.228350777295418 -2205126.844879563897848,274557.467124148388393 -1940788.322518305853009))",,80000
"POLYGON ((-6504.284446297679096 -1862795.412064207252115,138179.189045475504827 -1906717.180802781600505,274557.467124148388393 -1940788.322518305853009,264777.228350777295418 -2205126.844879563897848,-2628.834263482363895 -2153454.175775359384716,43876.567930301884189 -2008770.702283585676923,-6504.284446297679096 -1862795.412064207252115))",,60000
"POLYGON ((283600.184217384259682 -1614604.598798013292253,313311.968952301947866 -1646900.016988141229376,320416.960954130103346 -1686946.335543899796903,333335.128230181289837 -1710844.945004594512284,337210.578412996663246 -1738619.004648104775697,319771.052590327570215 -1733451.737737684277818,298456.076584843103774 -1681133.160269676940516,279078.825670766294934 -1705677.678094174247235,284892.000944989325944 -1744432.179922327632084,271973.833668938139454 -1775435.781384850619361,317187.419135117321275 -1781248.956659073475748,313957.877316104539204 -1790937.582116111880168,284246.092581186792813 -1793521.215571322245523,269390.200213727890514 -1809668.92466638609767,277787.008943161170464 -1835505.259218488587067,302977.435131461010315 -1843256.15958411921747,285537.909308791917283 -1880718.844684667652473,272619.742032740730792 -1922702.888331834226847,274557.467124148388393 -1940788.322518305853009,138179.189045475504827 -1906717.180802781600505,135595.555590265314095 -1849877.244788156356663,283600.184217384259682 -1614604.598798013292253))",,50000
"POLYGON ((-234886.388661763252458 -1439249.953811244340613,-127935.056841179146431 -1444246.79232014878653,-51717.869912477093749 -1524339.429431666154414,-20714.268449954222888 -1689691.970565121620893,-55593.320095292467158 -1723279.205482854507864,-34924.252453610533848 -1789161.858590715797618,-6504.284446297679096 -1862795.412064207252115,-85681.556623372016475 -1862642.886283821891993,-91494.731897595047485 -1693414.894967551110312,-120560.608268710260745 -1683403.3153286119923,-111517.891175474389456 -1670485.148052560631186,-133478.775544761447236 -1558743.001114717917517,-177400.544283335475484 -1485755.356005028821528,-234886.388661763252458 -1439249.953811244340613))",,60000
"POLYGON ((283600.184217384259682 -1614604.598798013292253,135595.555590265314095 -1849877.244788156356663,138179.189045475504827 -1906717.180802781600505,-6504.284446297679096 -1862795.412064207252115,-34924.252453610533848 -1789161.858590715797618,-55593.320095292467158 -1723279.205482854507864,-20714.268449954222888 -1689691.970565121620893,-51717.869912477093749 -1524339.429431666154414,92296.059180894342717 -1565161.874035516288131,283600.184217384259682 -1614604.598798013292253))",,50000
"POLYGON ((-272971.116705873748288 -1272195.566886842483655,-219238.078017672582064 -1290457.591948465444148,-127935.056841179146431 -1444246.79232014878653,-234886.388661763252458 -1439249.953811244340613,-243283.197391196503304 -1396942.955982176586986,-225197.763204724818934 -1392421.597435558680445,-240053.655572183721233 -1333643.936329525895417,-269119.531943298876286 -1380149.338523310143501,-292372.233040191000327 -1393067.505799361271784,-304644.491952439653687 -1361417.995973035925999,-341461.268689185497351 -1323955.310872487490997,-340169.451961580431089 -1296827.159592780051753,-312260.420706139411777 -1309280.549270493909717,-303974.718168396560941 -1312887.793806403875351,-271033.391614466032479 -1316763.243989219190553,-272971.116705873748288 -1272195.566886842483655))",,80000
"POLYGON ((13761.735231541038956 -1133900.530805803369731,48316.944755237433128 -1315404.159183661453426,92296.059180894342717 -1565161.874035516288131,-51717.869912477093749 -1524339.429431666154414,-127935.056841179146431 -1444246.79232014878653,-219238.078017672582064 -1290457.591948465444148,-272971.116705873748288 -1272195.566886842483655,-177376.678863094944973 -1160453.41994899976999,-106972.667208616156131 -1159161.603221394354478,-77311.344064619828714 -1136484.164261013735086,-43078.200783084175782 -1128087.355531580513343,13761.735231541038956 -1133900.530805803369731))",,60000
"POLYGON ((257915.096748908399604 -1307003.972304889699444,187511.08509442943614 -1427142.927972165634856,226265.586922582995612 -1492379.672716224333271,241121.479290041868808 -1513694.648721708683297,283600.184217384259682 -1614604.598798013292253,92296.059180894342717 -1565161.874035516288131,48316.944755237433128 -1315404.159183661453426,257915.096748908399604 -1307003.972304889699444))",,60000
"POLYGON ((48316.944755237433128 -1315404.159183661453426,13761.735231541038956 -1133900.530805803369731,19574.910505764069967 -1117106.913346936926246,36368.527964630629867 -1070601.511153152678162,77060.754884191846941 -1049286.535147668095306,93208.46397925587371 -1020866.5671403555898,109356.173074319842272 -1037660.1845992221497,161674.750542327121366 -1055099.710421891184524,162966.567269932245836 -1028617.467505986336619,136484.324354027339723 -1008594.30822810693644,168022.818680322670843 -1001237.008271669154055,186754.161230596917449 -1048388.318829256109893,197088.695051437884104 -1073578.745017556007951,228092.296513960813172 -1112333.246845709625632,223570.937967342848424 -1151087.748673863243312,255220.447793668310624 -1171756.816315545234829,281056.782345770741813 -1184029.075227793771774,315935.833991108986083 -1180799.53340878104791,257915.096748908399604 -1307003.972304889699444,48316.944755237433128 -1315404.159183661453426))",,60000
"POLYGON ((240776.549899193167221 -839931.902721773134544,301935.142611785384361 -813160.684012148878537,308526.318044354615267 -834233.324092740891501,281932.951108870678581 -872223.848286289372481,267369.916834677103907 -889952.759576611919329,238877.023689515772276 -905148.969254031311721,221148.112399193109013 -918445.652721773367375,208484.604334676987492 -900716.741431450704113,203419.201108870503958 -872857.023689515190199,216715.884576612501405 -858927.164818547433242,240776.549899193167221 -839931.902721773134544))",,100000
"POLYGON ((186956.640624999534339 -868424.795866934466176,172947.869954318215605 -852435.868960654246621,130317.917943349311827 -828537.259499959647655,45703.922285214037402 -788813.895126102142967,98474.008013979168027 -757612.564725128817372,168232.111304655583808 -741464.85563006484881,251554.290235185762867 -689146.278162057511508,294184.242246154695749 -778927.540730613283813,224313.989415322197601 -819037.114415321499109,212916.832157257653307 -838032.376512095797807,186956.640624999534339 -868424.795866934466176))",,100000
"POLYGON ((-24700.089369264926063 -787522.078398497076705,-35874.931656953180209 -776989.815639205509797,37112.713452736032195 -775697.998911600443535,45703.922285214037402 -788813.895126102142967,-24700.089369264926063 -787522.078398497076705))",,70000
"POLYGON ((535655.69318400893826 -1191386.375184231670573,586196.853990585310385 -1204666.261840007733554,595562.525265722419135 -1216938.520752256270498,583936.174717276357114 -1222428.741844578180462,565204.832167002139613 -1217584.429116058861837,580706.632898263516836 -1236315.771666333079338,586519.808172486606054 -1248588.030578581849113,605897.059086563298479 -1246004.397123371483758,619138.180544515838847 -1244389.626213865121827,642713.835823309258558 -1270548.914947868790478,638515.431458592647687 -1291217.982589550781995,611387.280178885092027 -1289926.165861945599318,592978.891810512170196 -1288957.303316241595894,590072.304173400625587 -1298645.928773280000314,576831.182715448201634 -1332879.072054815711454,556970.669189493404701 -1321213.956308546010405,547282.043732455000281 -1277938.095933774486184,535655.69318400893826 -1191386.375184231670573))",,100000
"POLYGON ((-109369.448084678442683 -877289.251512095914222,-103037.69405242036737 -877922.42691532173194,-92273.712197581640794 -884887.356350805610418,-88791.247479839687003 -907048.495463708881289,-89424.42288306550472 -915912.95110887021292,-94173.238407259050291 -911797.310987902455963,-97972.290826613898389 -899133.802923386218026,-104304.044858871973702 -891535.698084676638246,-109369.448084678442683 -877289.251512095914222))",,110000
"POLYGON ((-603030.290608981391415 -1129126.864304574904963,-603353.244790882687084 -1149472.977764355484396,-591403.940060535329394 -1191457.02141152205877,-575902.139329273952171 -1196301.334140041144565,-561369.201143716345541 -1190165.204683916876093,-560077.384416111162864 -1200176.784322856459767,-581069.406239694333635 -1203729.280323770595714,-604685.362415967043489 -1231975.227051585447043,-638918.505697502754629 -1200971.625589062692598,-603030.290608981391415 -1129126.864304574904963))",,50000
"POLYGON ((638355.123028615955263 -1991666.837935602059588,643532.201174978399649 -1990032.158020718954504,636750.163355051656254 -2006664.298388634808362,630936.988080828567035 -2022327.576210846891627,623186.087715197936632 -2024265.301302254665643,620925.408441888983361 -2032662.110031687887385,625123.812806605594233 -2035891.651850700611249,621248.362623790279031 -2045257.323125837836415,626738.583716111956164 -2047840.956581047968939,641271.521901669562794 -2039121.193669713567942,656773.322632930940017 -2029109.614030773751438,674858.756819402682595 -2020551.328210389940068,684547.382276441087015 -2010378.271480499533936,697043.373844611342065 -2011259.519868297269568,686547.362932819756679 -2030313.816600472666323,675992.642583267414011 -2026629.718442631652579,666949.92549003160093 -2033734.710444459691644,638852.911664620274678 -2044715.152629103278741,625288.836024766555056 -2053434.915540437912568,618829.752386740990914 -2053111.961358536500484,615335.965823587146588 -2045573.401695309439674,610330.176004117238335 -2040567.611875839997083,615457.073641799855977 -2034391.113146977499127,616264.459096553153358 -2028577.93787275464274,615263.899022674420848 -2002162.848847393644974,621732.793896642164327 -1999074.875113954767585,628514.831716569024138 -2012961.904935709899291,638355.123028615955263 -1991666.837935602059588))",,90000
"POLYGON ((43230.659566499409266 -2437007.947484682314098,21628.786940216628864 -2294427.485682429280132,-2628.834263482363895 -2153454.175775359384716,264777.228350777295418 -2205126.844879563897848,123969.205041819310281 -2439591.580939892679453,43230.659566499409266 -2437007.947484682314098))",,60000
"POLYGON ((-2628.834263482363895 -2153454.175775359384716,-122498.333360117918346 -2020244.527051646262407,-92140.640261397638824 -1927233.72266407776624,-85681.556623372016475 -1862642.886283821891993,-6504.284446297679096 -1862795.412064207252115,43876.567930301884189 -2008770.702283585676923,-2628.834263482363895 -2153454.175775359384716))",,100000
"POLYGON ((-186443.261376571317669 -1814845.667362432461232,-252344.690570958948229 -1646450.999551547458395,-174171.002464322664309 -1663057.201868830947205,-120560.608268710260745 -1683403.3153286119923,-91494.731897595047485 -1693414.894967551110312,-85681.556623372016475 -1862642.886283821891993,-186443.261376571317669 -1814845.667362432461232))",,100000
"POLYGON ((21628.786940216628864 -2294427.485682429280132,-216155.046111489005852 -2329634.633313072379678,-183213.719557558477391 -2269565.155479434411973,-91764.18846823554486 -2228379.545976456254721,-2628.834263482363895 -2153454.175775359384716,21628.786940216628864 -2294427.485682429280132))",,180000
