WKT,id,shear_stre
"POLYGON ((609935.155021303333342 -1942416.325195656856522,614456.513567921239883 -1968575.613929660525173,607838.820123299141414 -1974745.171739416662604,597985.850290955975652 -1971482.201566772069782,589804.997055202256888 -1977131.032465690281242,588781.656106769456528 -1984400.368842823198065,600589.554736645310186 -1987865.937145994510502,612812.160647755372338 -1985755.265826219925657,609081.765523907612078 -1976229.718607805669308,613956.168674677493982 -1973011.728398479288444,629473.883026330731809 -1987952.864843737334013,651434.767395617789589 -1979394.579023353522643,658539.759397445945069 -1985046.277206625789404,643532.201174978399649 -1990032.158020718954504,638355.123028615955263 -1991666.837935602059588,615263.899022674420848 -2002162.848847393644974,592818.583380535477772 -2002808.757211196236312,584906.205923954141326 -2002001.371756443055347,571988.038647902896628 -2015242.493214395362884,554709.989916184451431 -2017503.172487704548985,550834.539733369136229 -2014919.53903249418363,561330.550645160721615 -2009913.749213024275377,576347.920103570213541 -1999902.169574084691703,582322.572468743892387 -1981493.781205711653456,577639.736831175396219 -1972774.01829437725246,571826.561556952307001 -1965669.026292548980564,578285.645194977871142 -1963892.778292092029005,593625.968835288658738 -1966476.41174730216153,605090.842292784131132 -1957595.171745016938075,609935.155021303333342 -1942416.325195656856522))",,110000
"POLYGON ((597985.850290955975652 -1971482.201566772069782,607838.820123299141414 -1974745.171739416662604,614456.513567921239883 -1968575.613929660525173,613956.168674677493982 -1973011.728398479288444,609081.765523907612078 -1976229.718607805669308,612812.160647755372338 -1985755.265826219925657,600589.554736645310186 -1987865.937145994510502,588781.656106769456528 -1984400.368842823198065,589804.997055202256888 -1977131.032465690281242,597985.850290955975652 -1971482.201566772069782))",,150000
"POLYGON ((517512.913310453877784 -1924887.913558009313419,508204.587722399912309 -1927883.387010099599138,510303.789904758217745 -1933535.085193372098729,524675.250999365234748 -1941608.939740904141217,555678.852461887989193 -1923039.074281580513343,559715.779735654010437 -1904792.163004158064723,565367.477918926393613 -1892519.904091909527779,584906.20592395379208 -1898494.556457083206624,607674.475747994030826 -1908506.136096022790298,612913.809459327487275 -1917683.545662402873859,624540.160007773665711 -1923819.675118527142331,653283.082196987466887 -1915099.912207192508504,671045.562201557913795 -1913808.095479587325826,686547.362932819291018 -1925111.491846132325009,677504.645839583477937 -1948687.147124925628304,651434.767395617789589 -1979394.579023353522643,629473.883026330731809 -1987952.864843737334013,613956.168674677493982 -1973011.728398479288444,614456.513567921239883 -1968575.613929660525173,609935.155021303333342 -1942416.325195656856522,605090.842292784131132 -1957595.171745016938075,593625.968835288658738 -1966476.41174730216153,578285.645194977871142 -1963892.778292092029005,571826.561556952307001 -1965669.026292548980564,577639.736831175396219 -1972774.01829437725246,582322.572468743892387 -1981493.781205711653456,576347.920103570213541 -1999902.169574084691703,561330.550645160721615 -2009913.749213024275377,550834.539733369136229 -2014919.53903249418363,554709.989916184451431 -2017503.172487704548985,530883.44725640246179 -2033301.14278306090273,517319.371616548742168 -2028456.830054541816935,516027.554888943617698 -2006818.899867156054825,490837.128700643777847 -1948687.147124925628304,471064.856803752598353 -1915449.651006900472566,517512.913310453877784 -1924887.913558009313419))",,150000
"POLYGON ((610330.176004117238335 -2040567.611875839997083,615335.965823587146588 -2045573.401695309439674,598380.87127376999706 -2056553.843879952793941,587400.429089126526378 -2069472.011156003922224,588207.814543879707344 -2074800.75515737500973,598380.87127376999706 -2073508.938429770059884,611621.992731722421013 -2074477.800975473830476,612106.424004574306309 -2080452.453340647509322,598380.87127376999706 -2079160.636613042326644,585624.181088669458404 -2081905.747159203281626,577711.803632088005543 -2088041.876615327782929,571091.242903111735359 -2096600.162435711827129,566085.453083641943522 -2093532.097707649692893,558980.461081813788041 -2103059.246073737274855,544770.477078157477081 -2123566.836624468676746,521356.298890314646997 -2138422.728991927579045,516673.463252746092621 -2134708.75590006262064,527976.85961929091718 -2125666.03880682727322,540895.026895342045464 -2116300.367531690280885,530399.015983550460078 -2114362.642440282274038,530076.061801649164408 -2112263.440257924143225,541379.458168194047175 -2112909.348621726501733,548000.018897170200944 -2106934.696256552822888,544447.522896256181411 -2100475.612618527375162,553813.194171393290162 -2098376.410436169244349,560918.186173221445642 -2089172.21625198260881,546062.293805762543343 -2084812.334796315291896,551875.469079985632561 -2080613.930431598797441,564147.727992234169506 -2086104.151523920474574,571091.242903111735359 -2081744.27006825315766,560595.231991320149973 -2075769.617703079478815,560918.186173221445642 -2072055.64461121475324,573997.830540223279968 -2076899.957339734071866,583686.455997261684388 -2062528.496245126938447,594182.466909053269774 -2050902.145696680992842,610330.176004117238335 -2040567.611875839997083))",,150000
"POLYGON ((544407.153623518417589 -2045855.986604473087937,545860.447442074073479 -2040042.811330249998719,555064.641626260592602 -2039558.380057397997007,572342.690357979037799 -2033745.204783175140619,568144.285993262426928 -2029708.27750940900296,558940.091809075907804 -2027124.644054198870435,569113.148538966313936 -2023249.193871383555233,577348.480177448946051 -2026963.166963248047978,578640.296905054012313 -2035682.929874582681805,586068.243088783463463 -2037782.132056941045448,602861.860547650023364 -2032453.388055569957942,616264.459096553153358 -2028577.93787275464274,615457.073641799855977 -2034391.113146977499127,610330.176004117238335 -2040567.611875839997083,604153.677275255089626 -2038105.086238842224702,598663.456182933412492 -2040042.811330249998719,588328.922362092416734 -2049247.005514436401427,579770.636541708488949 -2048762.574241584632546,573150.075812732218765 -2039881.334239299409091,559424.523081927909516 -2043272.353149262722582,544407.153623518417589 -2045855.986604473087937))",,110000
"POLYGON ((571988.038647902896628 -2015242.493214395362884,584906.205923954141326 -2002001.371756443055347,592818.583380535477772 -2002808.757211196236312,615263.899022674420848 -2002162.848847393644974,616264.459096553153358 -2028577.93787275464274,602861.860547650023364 -2032453.388055569957942,586068.243088783463463 -2037782.132056941045448,578640.296905054012313 -2035682.929874582681805,577348.480177448946051 -2026963.166963248047978,571988.038647902896628 -2015242.493214395362884))",,100000
"POLYGON ((558940.091809075907804 -2027124.644054198870435,568144.285993262426928 -2029708.27750940900296,572342.690357979037799 -2033745.204783175140619,555064.641626260592602 -2039558.380057397997007,545860.447442074073479 -2040042.811330249998719,530883.44725640246179 -2033301.14278306090273,554709.989916184451431 -2017503.172487704548985,571988.038647902896628 -2015242.493214395362884,577348.480177448946051 -2026963.166963248047978,569113.148538966313936 -2023249.193871383555233,558940.091809075907804 -2027124.644054198870435))",,110000
"POLYGON ((555710.549990063183941 -2059904.493517179042101,561442.98671881086193 -2054979.442243184428662,574764.846722238697112 -2050458.083696566522121,579770.636541708488949 -2048762.574241584632546,588328.922362092416734 -2049247.005514436401427,598663.456182933412492 -2040042.811330249998719,604153.677275255089626 -2038105.086238842224702,610330.176004117238335 -2040567.611875839997083,594182.466909053269774 -2050902.145696680992842,583686.455997261684388 -2062528.496245126938447,583161.655451671918854 -2057240.121516493614763,570001.272539194789715 -2059904.493517179042101,567498.377629459835589 -2063941.42079094494693,558132.706354322726838 -2065233.237518550129607,555710.549990063183941 -2059904.493517179042101))",,110000
"POLYGON ((544407.153623518417589 -2045855.986604473087937,559424.523081927909516 -2043272.353149262722582,573150.075812732218765 -2039881.334239299409091,579770.636541708488949 -2048762.574241584632546,574764.846722238697112 -2050458.083696566522121,561442.98671881086193 -2054979.442243184428662,555710.549990063183941 -2059904.493517179042101,558132.706354322726838 -2065233.237518550129607,567498.377629459835589 -2063941.42079094494693,570001.272539194789715 -2059904.493517179042101,583161.655451671918854 -2057240.121516493614763,583686.455997261684388 -2062528.496245126938447,573997.830540223279968 -2076899.957339734071866,560918.186173221445642 -2072055.64461121475324,560595.231991320149973 -2075769.617703079478815,571091.242903111735359 -2081744.27006825315766,564147.727992234169506 -2086104.151523920474574,551875.469079985632561 -2080613.930431598797441,546062.293805762543343 -2084812.334796315291896,560918.186173221445642 -2089172.21625198260881,553813.194171393290162 -2098376.410436169244349,544447.522896256181411 -2100475.612618527375162,548000.018897170200944 -2106934.696256552822888,541379.458168194047175 -2112909.348621726501733,530076.061801649164408 -2112263.440257924143225,530399.015983550460078 -2114362.642440282274038,540895.026895342045464 -2116300.367531690280885,527976.85961929091718 -2125666.03880682727322,516673.463252746092621 -2134708.75590006262064,497659.535793308285065 -2131196.629171886481345,500243.169248518534005 -2115048.920076822396368,501857.940158024954144 -2083399.410250497050583,513161.336524569720495 -2056917.167334592202678,528663.137255831155926 -2042707.183330935891718,544407.153623518417589 -2045855.986604473087937))",,110000
"POLYGON ((656776.868760141427629 -2075557.27700067544356,666362.726563989417627 -2061801.849335847655311,679926.802203843137249 -2050821.407151204068214,692522.015297993086278 -2051144.361333105480298,707377.907665451872163 -2033058.927146633854136,723848.570942417136393 -2014973.492960162227973,747101.272039309376851 -2020786.668234385084361,779719.644411338493228 -2022078.484961990267038,812015.062601466546766 -2017880.080597273539752,830423.450969839468598 -2008514.409322136547416,842695.709882088121958 -2007868.500958333956078,843664.572427792008966 -2019494.851506780134514,831069.359333642059937 -2047914.819514092756435,817828.237875689519569 -2078272.512612812919542,803941.208053934620693 -2099587.488618297502398,791668.949141685850918 -2131882.906808425206691,780365.552775141084567 -2133497.677717931568623,764479.430814363993704 -2127203.248995854519308,704381.057933098636568 -2105486.444449890870601,693916.599678788566962 -2098809.978097567800432,688323.610933276708238 -2095550.561344531364739,656776.868760141427629 -2075557.27700067544356))",,100000
"POLYGON ((598542.348364720703103 -2098134.194799741730094,604355.523638943908736 -2097326.809344988316298,610653.130186018999666 -2094097.267525975592434,608069.496730808750726 -2084731.596250838367268,612106.424004574306309 -2080452.453340647509322,623409.820371119538322 -2086992.275524147320539,626800.839281082968228 -2081340.577340875053778,629689.067655024118721 -2078385.833539159735665,633259.922919108532369 -2076980.695885207736865,637249.085417472058907 -2077822.488752210512757,642302.64001234434545 -2080371.714795171050355,649005.372928973054513 -2073932.702147624455392,653331.826031008502468 -2069459.108376409159973,656594.818575955694541 -2064222.132003265665844,658773.303289309609681 -2057603.444971130695194,665903.37572232761886 -2047633.882347822654992,669753.745473953196779 -2046138.571513635339215,679442.370930991601199 -2045977.094422684749588,687516.225478523527272 -2036288.468965646345168,686547.362932819756679 -2030313.816600472666323,697043.373844611342065 -2011259.519868297269568,714159.945485379197635 -1989944.543862812686712,712545.174575872835703 -1983969.891497639240697,753075.924404483404942 -1962331.961310253478587,779558.167320388369262 -1981386.258042429108173,804102.685144885559566 -1979932.964223873335868,827516.863332728389651 -1969598.430403032340109,851415.472793423105031 -1985100.231134293833748,842695.709882088121958 -2007868.500958333956078,830423.450969839468598 -2008514.409322136547416,812015.062601466546766 -2017880.080597273539752,779719.644411338493228 -2022078.484961990267038,747101.272039309376851 -2020786.668234385084361,723848.570942417136393 -2014973.492960162227973,707377.907665451872163 -2033058.927146633854136,692522.015297993086278 -2051144.361333105480298,679926.802203843137249 -2050821.407151204068214,666362.726563989417627 -2061801.849335847655311,667008.634927792008966 -2082147.962795628234744,688323.610933276708238 -2095550.561344531364739,680572.710567645961419 -2100556.351164001040161,676051.352021028054878 -2095873.515526432543993,666201.249473039060831 -2089575.908979357685894,662325.799290223629214 -2092966.927889320999384,655804.124925715615973 -2094621.351250476436689,653928.990560790407471 -2092643.97370741982013,658934.780380260199308 -2088122.615160801913589,657481.486561704427004 -2082793.871159430593252,652314.219651283929124 -2083278.302432282594964,644886.273467554477975 -2089898.863161258865148,646985.475649912841618 -2092805.450798370409757,648730.232688682503067 -2094291.725312877912074,651940.143880316987634 -2097034.905761673580855,650215.017468925681897 -2104754.755528717767447,654251.944742691703141 -2112667.132985298987478,647954.338195616728626 -2111375.316257693804801,645532.181831357069314 -2102978.507528260815889,646339.567286110250279 -2097003.855163087137043,642787.071285196230747 -2096842.378072136314586,636812.418920022551902 -2100233.396982099860907,632775.491646256530657 -2106208.049347273539752,630191.858191046281718 -2112182.701712447218597,627769.701826786622405 -2112990.087167200632393,630837.766554848756641 -2106208.049347273539752,630191.858191046281718 -2101363.736618754453957,623894.251643971307203 -2107984.29734773049131,621310.618188761058263 -2106692.480620125308633,628738.564372490509413 -2099103.057345445267856,635359.125101466779597 -2094097.267525975592434,636973.896010973141529 -2086830.798433196730912,631160.720736750052311 -2088445.569342703092843,620664.709824958466925 -2094743.175889777950943,614690.05745978478808 -2100879.305345902219415,611783.46982267324347 -2110083.499530089087784,606293.248730351449922 -2110244.976621039677411,600964.504728980362415 -2112182.701712447218597,610814.607276969472878 -2103462.93880111258477,607262.11127605533693 -2103462.93880111258477,598380.871273770113476 -2102009.644982556812465,598542.348364720703103 -2098134.194799741730094))",,90000
"POLYGON ((648730.232688682503067 -2094291.725312877912074,653928.990560790407471 -2092643.97370741982013,655804.124925715615973 -2094621.351250476436689,651940.143880316987634 -2097034.905761673580855,648730.232688682503067 -2094291.725312877912074))",,50000
"POLYGON ((657481.486561704427004 -2082793.871159430593252,658934.780380260199308 -2088122.615160801913589,653928.990560790407471 -2092643.97370741982013,648730.232688682503067 -2094291.725312877912074,646985.475649912841618 -2092805.450798370409757,644886.273467554477975 -2089898.863161258865148,652314.219651283929124 -2083278.302432282594964,657481.486561704427004 -2082793.871159430593252))",,100000
"POLYGON ((521356.298890314646997 -2138422.728991927579045,544770.477078157477081 -2123566.836624468676746,558980.461081813788041 -2103059.246073737274855,566085.453083641943522 -2093532.097707649692893,571091.242903111735359 -2096600.162435711827129,577711.803632088005543 -2088041.876615327782929,585624.181088669458404 -2081905.747159203281626,598380.87127376999706 -2079160.636613042326644,612106.424004574306309 -2080452.453340647509322,608069.496730808750726 -2084731.596250838367268,610653.130186018999666 -2094097.267525975592434,604355.523638943908736 -2097326.809344988316298,598542.348364720703103 -2098134.194799741730094,598380.871273770113476 -2102009.644982556812465,607262.11127605533693 -2103462.93880111258477,610814.607276969472878 -2103462.93880111258477,600964.504728980362415 -2112182.701712447218597,606293.248730351449922 -2110244.976621039677411,611783.46982267324347 -2110083.499530089087784,614690.05745978478808 -2100879.305345902219415,620664.709824958466925 -2094743.175889777950943,631160.720736750052311 -2088445.569342703092843,636973.896010973141529 -2086830.798433196730912,635359.125101466779597 -2094097.267525975592434,628738.564372490509413 -2099103.057345445267856,621310.618188761058263 -2106692.480620125308633,623894.251643971307203 -2107984.29734773049131,630191.858191046281718 -2101363.736618754453957,630837.766554848756641 -2106208.049347273539752,627769.701826786622405 -2112990.087167200632393,630191.858191046281718 -2112182.701712447218597,632775.491646256530657 -2106208.049347273539752,636812.418920022551902 -2100233.396982099860907,642787.071285196230747 -2096842.378072136314586,646339.567286110250279 -2097003.855163087137043,645532.181831357069314 -2102978.507528260815889,647954.338195616728626 -2111375.316257693804801,642809.100392911117524 -2114937.502556263003498,629245.024753057397902 -2119781.815284782554954,632797.52075397153385 -2126240.898922808002681,645069.779666220070794 -2118812.952739078551531,650882.954940443160012 -2117844.090193374548107,644746.82548431889154 -2126886.807286610361189,632797.52075397153385 -2135606.570197944995016,621494.124387426767498 -2139159.066198859363794,616003.903295104973949 -2154660.866930120624602,610513.682202783180401 -2164026.538205257616937,600502.102563843480311 -2168224.942569974344224,594688.927289620507509 -2160796.996386244893074,587906.889469693647698 -2152077.233474910259247,583708.485104976920411 -2154983.821112021803856,595011.881471521803178 -2169839.713479480706155,583708.485104976920411 -2177590.613845111336559,556580.333825269481167 -2183080.834937433246523,540755.578912106808275 -2168870.850933777168393,535588.312001686310396 -2157890.408749133348465,521356.298890314646997 -2138422.728991927579045))",,110000
"POLYGON ((615335.965823587146588 -2045573.401695309439674,618829.752386740990914 -2053111.961358536500484,625288.836024766555056 -2053434.915540437912568,638852.911664620274678 -2044715.152629103278741,666949.92549003160093 -2033734.710444459691644,675992.642583267414011 -2026629.718442631652579,686547.362932819756679 -2030313.816600472666323,687516.225478523527272 -2036288.468965646345168,679442.370930991601199 -2045977.094422684749588,669753.745473953196779 -2046138.571513635339215,665903.37572232761886 -2047633.882347822654992,658773.303289309609681 -2057603.444971130695194,656594.818575955694541 -2064222.132003265665844,653331.826031008502468 -2069459.108376409159973,649005.372928973054513 -2073932.702147624455392,642302.64001234434545 -2080371.714795171050355,637249.085417472058907 -2077822.488752210512757,633259.922919108532369 -2076980.695885207736865,629689.067655024118721 -2078385.833539159735665,626800.839281082968228 -2081340.577340875053778,623409.820371119538322 -2086992.275524147320539,612106.424004574306309 -2080452.453340647509322,611621.992731722421013 -2074477.800975473830476,598380.87127376999706 -2073508.938429770059884,588207.814543879707344 -2074800.75515737500973,587400.429089126526378 -2069472.011156003922224,598380.87127376999706 -2056553.843879952793941,615335.965823587146588 -2045573.401695309439674))",,100000
"POLYGON ((686811.607676960411482 -2117379.843556891195476,693916.599678788566962 -2121901.202103509102017,693270.691314985975623 -2129652.10246913973242,686165.699313157820143 -2134173.461015757638961,680352.524038934730925 -2131912.78174244845286,680029.569857033435255 -2125453.698104423005134,686811.607676960411482 -2117379.843556891195476))",,120000
"POLYGON ((684550.928403651458211 -2142247.315563289448619,690364.103677874431014 -2144185.040654697455466,687134.561858861707151 -2153227.757747933268547,677122.982219922007062 -2155811.391203143168241,673570.486219007871114 -2150321.170110821723938,684550.928403651458211 -2142247.315563289448619))",,120000
"POLYGON ((693916.599678788566962 -2098809.978097567800432,704381.057933098636568 -2105486.444449890870601,696661.710224949405529 -2105592.015917494893074,696661.710224949405529 -2105592.015917494893074,694317.949596869759262 -2109199.532413476146758,691978.874587380909361 -2113342.916283125523478,686811.607676960411482 -2117379.843556891195476,680029.569857033435255 -2125453.698104423005134,680352.524038934730925 -2131912.78174244845286,686165.699313157820143 -2134173.461015757638961,684550.928403651458211 -2142247.315563289448619,673570.486219007871114 -2150321.170110821723938,677122.982219922007062 -2155811.391203143168241,676315.596765168826096 -2162593.429023070726544,667111.402580982306972 -2165822.970842083450407,657907.208396795904264 -2166953.310478738043457,655646.529123486950994 -2165177.062478280626237,664366.292034821468405 -2154681.051566489040852,675023.780037563759834 -2145315.380291352048516,674216.394582810462452 -2136918.571561918593943,671309.806945699034259 -2129813.579560090787709,665173.677489574649371 -2127875.854468682780862,664204.814943870878778 -2125776.652286324650049,667918.788035735604353 -2125292.221013472881168,674700.825855662464164 -2120609.385375904385,682613.20331224380061 -2106399.401372247841209,693916.599678788566962 -2098809.978097567800432))",,120000
"POLYGON ((676315.596765168826096 -2162593.429023070726544,677122.982219922007062 -2155811.391203143168241,687134.561858861707151 -2153227.757747933268547,690364.103677874431014 -2144185.040654697455466,684550.928403651458211 -2142247.315563289448619,686165.699313157820143 -2134173.461015757638961,693270.691314985975623 -2129652.10246913973242,693916.599678788566962 -2121901.202103509102017,686811.607676960411482 -2117379.843556891195476,691978.874587380909361 -2113342.916283125523478,694317.949596869759262 -2109199.532413476146758,696255.674688277416863 -2115174.184778649825603,699485.216507290257141 -2124539.856053786817938,704975.437599611934274 -2129222.691691355314106,708366.45650957536418 -2133259.618965121451765,704329.529235809342936 -2137780.977511739358306,698193.399779685074463 -2135520.298238430172205,693349.087051165872253 -2141494.95060360385105,693833.51832401775755 -2151022.098969691898674,694802.380869721644558 -2162648.449518137611449,689635.113959301146679 -2161518.10988148348406,688666.251413597376086 -2167977.193519508931786,683983.415776028763503 -2169269.010247114114463,676315.596765168826096 -2162593.429023070726544))",,120000
"POLYGON ((647954.338195616728626 -2111375.316257693804801,654251.944742691703141 -2112667.132985298987478,650215.017468925681897 -2104754.755528717767447,663717.726061164750718 -2108794.860627480782568,662264.432242608978413 -2113639.17335599986836,659842.2758783493191 -2116707.238084062002599,657904.550786941661499 -2122843.367540186271071,664204.814943870878778 -2125776.652286324650049,665173.677489574649371 -2127875.854468682780862,657420.119514089776203 -2128495.065723458770663,649992.173330360325053 -2134308.240997681859881,644178.998056137235835 -2143996.866454720497131,642079.795873778988607 -2149487.087547041941434,638042.868600012967363 -2145450.160273276269436,634005.941326246946119 -2143996.866454720497131,625124.70132396183908 -2151909.243911301717162,621249.251141146291047 -2162405.254823093302548,608331.083865095162764 -2174031.605371539480984,591537.466406228602864 -2183397.27664667647332,583708.485104976920411 -2177590.613845111336559,595011.881471521803178 -2169839.713479480706155,583708.485104976920411 -2154983.821112021803856,587906.889469693647698 -2152077.233474910259247,594688.927289620507509 -2160796.996386244893074,600502.102563843480311 -2168224.942569974344224,610513.682202783180401 -2164026.538205257616937,616003.903295104973949 -2154660.866930120624602,621494.124387426767498 -2139159.066198859363794,632797.52075397153385 -2135606.570197944995016,644746.82548431889154 -2126886.807286610361189,650882.954940443160012 -2117844.090193374548107,645069.779666220070794 -2118812.952739078551531,632797.52075397153385 -2126240.898922808002681,629245.024753057397902 -2119781.815284782554954,642809.100392911117524 -2114937.502556263003498,647954.338195616728626 -2111375.316257693804801))",,100000
"POLYGON ((688323.610933276708238 -2095550.561344531364739,693916.599678788566962 -2098809.978097567800432,682613.20331224380061 -2106399.401372247841209,674700.825855662464164 -2120609.385375904385,667918.788035735604353 -2125292.221013472881168,664204.814943870878778 -2125776.652286324650049,657904.550786941661499 -2122843.367540186271071,659842.2758783493191 -2116707.238084062002599,662264.432242608978413 -2113639.17335599986836,663717.726061164750718 -2108794.860627480782568,650215.017468925681897 -2104754.755528717767447,651940.143880316987634 -2097034.905761673580855,655804.124925715615973 -2094621.351250476436689,662325.799290223629214 -2092966.927889320999384,666201.249473039060831 -2089575.908979357685894,676051.352021028054878 -2095873.515526432543993,680572.710567645961419 -2100556.351164001040161,688323.610933276708238 -2095550.561344531364739))",,100000
"POLYGON ((704894.38425357802771 -2187272.726829492021352,709254.265709245344624 -2189533.406102801207453,718296.982802481157705 -2201321.233742197975516,721688.001712444587611 -2212301.675926841329783,726693.791531914379448 -2220537.007565323729068,725401.974804309313186 -2227157.568294300232083,720396.184984839404933 -2223605.072293385863304,717489.597347727976739 -2215531.217745854053646,714098.578437764546834 -2219568.145019620191306,707155.063526886980981 -2223928.026475287508219,702149.273707417189144 -2220859.961747225373983,695205.75879653962329 -2212947.584290643688291,692137.694068477489054 -2208426.225744025781751,697304.960978897986934 -2209718.042471630964428,704894.38425357802771 -2214077.923927298281342,711837.899164455477148 -2214239.401018248870969,712322.33043730747886 -2208103.271562124602497,702633.70498026907444 -2200352.371196493972093,697304.960978897986934 -2191309.654103258159012,704894.38425357802771 -2187272.726829492021352))",,50000
"POLYGON ((757612.283630930585787 -2213900.152297340799123,737512.756625607260503 -2200836.802469345740974,734444.691897545126267 -2197284.306468431837857,729761.856259976513684 -2193731.81046751793474,736059.462807051488198 -2190340.791557554155588,740419.344262718805112 -2191794.085376109927893,759604.487125067273155 -2210670.61047832807526,757612.283630930585787 -2213900.152297340799123))",,50000
"POLYGON ((764479.430814363993704 -2127203.248995854519308,780365.552775141084567 -2133497.677717931568623,791668.949141685850918 -2131882.906808425206691,778689.414818020304665 -2139798.462090004235506,769808.174815735081211 -2142059.141363313421607,757535.915903486544266 -2147226.408273733686656,750753.878083559684455 -2153201.060638907365501,746071.042445991071872 -2150778.904274647589773,754952.282448276295327 -2142543.572636165190488,769323.743542883195914 -2138345.168271448463202,763510.568268660223112 -2134469.71808863338083,764479.430814363993704 -2127203.248995854519308))",,50000
"POLYGON ((704381.057933098636568 -2105486.444449890870601,764479.430814363993704 -2127203.248995854519308,763510.568268660223112 -2134469.71808863338083,769323.743542883195914 -2138345.168271448463202,754952.282448276295327 -2142543.572636165190488,746071.042445991071872 -2150778.904274647589773,750753.878083559684455 -2153201.060638907365501,757535.915903486544266 -2147226.408273733686656,769808.174815735081211 -2142059.141363313421607,778689.414818020304665 -2139798.462090004235506,780788.617000378668308 -2146096.068637079093605,778527.937727069715038 -2155946.171185068320483,766578.632996722357348 -2178875.91810005903244,760119.549358696793206 -2188887.497738998848945,759604.487125067273155 -2210670.61047832807526,740419.344262718805112 -2191794.085376109927893,736059.462807051488198 -2190340.791557554155588,729761.856259976513684 -2193731.81046751793474,734444.691897545126267 -2197284.306468431837857,737512.756625607260503 -2200836.802469345740974,757612.283630930585787 -2213900.152297340799123,749710.466144647798501 -2217005.491722006816417,738481.619171311031096 -2219083.713746768422425,726693.791531914379448 -2220537.007565323729068,721688.001712444587611 -2212301.675926841329783,718296.982802481157705 -2201321.233742197975516,709254.265709245344624 -2189533.406102801207453,717005.166074875975028 -2181459.551555269397795,723141.2955310002435 -2180006.257736713625491,734767.646079446305521 -2166603.659187810495496,728147.085350470035337 -2156430.602457920555025,725401.97480430919677 -2151909.243911302648485,713291.192983011133038 -2158206.850458377506584,716682.211892974562943 -2145288.68318232614547,724594.589349556015804 -2127687.680268706288189,714307.890195617568679 -2129390.288043073378503,714098.578437764430419 -2119290.871539273299277,704086.998798824730329 -2113639.173356,704381.057933098636568 -2105486.444449890870601))",,100000
"POLYGON ((717005.166074875975028 -2181459.551555269397795,709254.265709245344624 -2189533.406102801207453,704894.38425357802771 -2187272.726829492021352,697304.960978897986934 -2191309.654103258159012,702633.70498026907444 -2200352.371196493972093,712322.33043730747886 -2208103.271562124602497,711837.899164455477148 -2214239.401018248870969,704894.38425357802771 -2214077.923927298281342,697304.960978897986934 -2209718.042471630964428,692137.694068477489054 -2208426.225744025781751,700211.548616009531543 -2205519.638106915168464,697466.438069848692976 -2203904.867197408806533,693429.510796082671732 -2196476.921013679355383,688746.675158514059149 -2193893.287558468990028,686970.42715805710759 -2180167.734827664680779,696336.098433194216341 -2177745.578463405370712,706347.678072133800015 -2176776.715917701367289,708769.834436393459328 -2170317.632279675919563,716036.303529172204435 -2170156.155188725329936,714260.055528715252876 -2180329.211918615270406,717005.166074875975028 -2181459.551555269397795))",,80000
"POLYGON ((704381.057933098636568 -2105486.444449890870601,704086.998798824730329 -2113639.173356,714098.578437764430419 -2119290.871539273299277,714307.890195617568679 -2129390.288043073378503,724594.589349556015804 -2127687.680268706288189,716682.211892974562943 -2145288.68318232614547,713291.192983011133038 -2158206.850458377506584,725401.97480430919677 -2151909.243911302648485,734767.646079446305521 -2166603.659187810495496,723141.2955310002435 -2180006.257736713625491,717005.166074875975028 -2181459.551555269397795,714260.055528715252876 -2180329.211918615270406,716036.303529172204435 -2170156.155188725329936,708769.834436393459328 -2170317.632279675919563,706347.678072133800015 -2176776.715917701367289,696336.098433194216341 -2177745.578463405370712,686970.42715805710759 -2180167.734827664680779,683983.415776028763503 -2169269.010247114114463,688666.251413597376086 -2167977.193519508931786,689635.113959301146679 -2161518.10988148348406,694802.380869721644558 -2162648.449518137611449,693833.51832401775755 -2151022.098969691898674,693349.087051165872253 -2141494.95060360385105,698193.399779685074463 -2135520.298238430172205,704329.529235809342936 -2137780.977511739358306,708366.45650957536418 -2133259.618965121451765,704975.437599611934274 -2129222.691691355314106,699485.216507290257141 -2124539.856053786817938,696255.674688277416863 -2115174.184778649825603,694317.949596869759262 -2109199.532413476146758,696661.710224949405529 -2105592.015917494893074,704381.057933098636568 -2105486.444449890870601))",,100000
